host_key,name,is_secure,is_persistent,expire_utc_readable
.canva.com,FPID,1,1,5/20/2027 15:20
.yahoo.co.jp,XB,1,1,5/20/2027 15:20
.pi.inc,_ga,0,1,5/20/2027 15:20
.canva.com,_ga_EPWEMH6717,0,1,5/20/2027 15:20
.smartnews-ads.com,g,1,1,5/20/2027 15:20
.gemini.google.com,_ga,0,1,5/20/2027 15:20
.bing.com,MUID,1,1,5/18/2027 7:46
.criteo.com,cto_bundle,1,1,5/17/2027 4:00
.ilovepdf.com,cto_bundle,0,1,5/17/2027 4:00
.fiverr.com,ttcsid,0,1,5/16/2027 0:13
.coursera.org,ttcsid,0,1,5/16/2027 0:13
.c.bing.com,SRM_B,1,1,5/16/2027 0:13
.fiverr.com,_twpid,1,1,5/16/2027 0:13
.coursera.org,_uetvid,0,1,5/16/2027 0:13
.fiverr.com,_tt_enable_cookie,0,1,5/16/2027 0:13
.fiverr.com,_ttp,0,1,5/16/2027 0:13
.tiktok.com,_ttp,1,1,5/16/2027 0:13
.fiverr.com,_uetvid,0,1,5/16/2027 0:13
.coursera.org,_ttp,0,1,5/16/2027 0:13
.coursera.org,_tt_enable_cookie,0,1,5/16/2027 0:13
.coursera.org,ttcsid_CTIORPRC77UDE4D3R2FG,0,1,5/16/2027 0:13
.fiverr.com,ttcsid_C2IG4QAQV140ORDJ7BR0,0,1,5/16/2027 0:13
.fiverr.com,ttcsid_C3VBNIPU9OSLU1GC4A70,0,1,5/16/2027 0:13
.fiverr.com,ttcsid_C6IPOEIO6DGUDE0A23MG,0,1,5/16/2027 0:13
.fiverr.com,ttcsid_CAFNM6RC77U9UO5AT1FG,0,1,5/16/2027 0:13
.softonic.com,_ga,0,1,5/14/2027 20:26
play.google.com,__Secure-OSID,1,1,5/14/2027 20:26
.jobright.ai,ttcsid_CM0IJ53C77U0797CAP10,0,1,5/14/2027 20:26
.jobright.ai,ttcsid,0,1,5/14/2027 20:26
.jobright.ai,_uetvid,0,1,5/14/2027 20:26
play.google.com,OSID,1,1,5/14/2027 20:26
www.perplexity.ai,pplx.metadata,0,1,5/14/2027 20:26
.jobright.ai,_tt_enable_cookie,0,1,5/14/2027 20:26
.softonic.com,_ga_R5K71YRXMV,0,1,5/14/2027 20:26
chatgpt.com,oai-nav-state,0,1,5/14/2027 20:26
.emu8086-microprocessor-emulator.en.download.it,sc_is_visitor_unique,0,1,5/14/2027 20:26
.download.it,_ga,0,1,5/14/2027 20:26
.statcounter.com,is_unique,1,1,5/14/2027 20:26
.en.download.it,sc_is_visitor_unique,0,1,5/14/2027 20:26
.download.it,_ga_XYHRS06G1C,0,1,5/14/2027 20:26
.jobright.ai,_ttp,0,1,5/14/2027 20:26
.thetalent.games,_ga_Y2TZN20L3V,0,1,5/13/2027 16:40
.mobilinkbank2026.thetalent.games,thetalentgames-_zldp,1,1,5/13/2027 16:40
.thetalent.games,_ga,0,1,5/13/2027 16:40
us05web.zoom.us,_sp_id.616e,1,1,5/13/2027 16:40
.zoom.us,_ga_XCHVERD0H1,0,1,5/13/2027 16:40
.zoom.us,_ga,0,1,5/13/2027 16:40
.gchq.github.io,_ga_G9R4C1H8SR,0,1,5/12/2027 12:53
.gchq.github.io,_ga,0,1,5/12/2027 12:53
.genspark.ai,_uetvid,0,1,5/10/2027 5:20
.pangle-ads.com,_pangle,1,1,5/10/2027 5:20
.genspark.ai,ttcsid,0,1,5/10/2027 5:20
.canva.com,_uetvid,0,1,5/10/2027 5:20
.genspark.ai,_twpid,1,1,5/10/2027 5:20
.gamma.com.ai,_uetvid,0,1,5/10/2027 5:20
.softonic.com,cto_bundle,0,1,5/10/2027 5:20
.genspark.ai,_ttp,0,1,5/10/2027 5:20
.genspark.ai,ttcsid_D6PRFN3C77U0POJ8RAEG,0,1,5/10/2027 5:20
.clarity.ms,MUID,1,1,5/10/2027 5:20
.genspark.ai,_tt_enable_cookie,0,1,5/10/2027 5:20
.any.run,_ga_53KB74YDZR,0,1,5/9/2027 1:33
.any.run,_ga,0,1,5/9/2027 1:33
meet.google.com,OSID,1,1,5/7/2027 21:46
meet.google.com,__Secure-OSID,1,1,5/7/2027 21:46
mail.google.com,__Secure-OSID,1,1,5/6/2027 18:00
mail.google.com,OSID,1,1,5/6/2027 18:00
.softonic.com,_uetvid,0,1,5/4/2027 10:26
.ilovepdf.com,__gads,1,1,5/4/2027 10:26
.download.it,FCCDCF,0,1,5/4/2027 10:26
.download.it,__gads,1,1,5/4/2027 10:26
.download.it,__gpi,1,1,5/4/2027 10:26
.hybrid-analysis.com,kndctr_06D71E9261F941560A495CD6_AdobeOrg_identity,1,1,5/4/2027 10:26
.criteo.com,cto_bundle,1,1,5/4/2027 10:26
.antigravity.google,_ga_47V54ZJ3EV,0,1,5/4/2027 10:26
.criteo.com,cto_bundle,1,1,5/4/2027 10:26
.softonic.com,__gsas,0,1,5/4/2027 10:26
.antigravity.google,_ga,0,1,5/4/2027 10:26
.softonic.com,__gpi,1,1,5/4/2027 10:26
.softonic.com,__gads,1,1,5/4/2027 10:26
.ilovepdf.com,__gpi,1,1,5/4/2027 10:26
drive.google.com,OSID,1,1,5/3/2027 6:40
.digitalinformationworld.com,_ga_ERF2ZPPR6W,0,1,5/3/2027 6:40
.workspace.google.com,__utma,0,1,5/3/2027 6:40
drive.google.com,__Secure-OSID,1,1,5/3/2027 6:40
.workspace.google.com,_ga_FWCBRW1RY8,0,1,5/3/2027 6:40
.digitalinformationworld.com,_ga,0,1,5/3/2027 6:40
.brand-display.com,_knxq_,1,1,5/3/2027 6:40
.zerogpt.com,_ga_0YHYR2F422,0,1,5/3/2027 6:40
.zerogpt.com,_ga,0,1,5/3/2027 6:40
.pub.network,_fsuid,1,1,5/3/2027 6:40
.virustotal.com,_ga_BLNDV9X2JR,0,1,5/2/2027 2:53
.bing.com,SRCHHPGUSR,1,1,5/2/2027 2:53
.youtube.com,__Secure-3PSID,1,1,5/2/2027 2:53
.youtube.com,__Secure-3PAPISID,1,1,5/2/2027 2:53
.youtube.com,__Secure-1PSID,1,1,5/2/2027 2:53
.youtube.com,__Secure-1PAPISID,1,1,5/2/2027 2:53
.youtube.com,SSID,1,1,5/2/2027 2:53
.youtube.com,SID,0,1,5/2/2027 2:53
.youtube.com,SAPISID,1,1,5/2/2027 2:53
.youtube.com,HSID,0,1,5/2/2027 2:53
.youtube.com,APISID,0,1,5/2/2027 2:53
.facebook.com,sb,1,1,5/2/2027 2:53
.facebook.com,datr,1,1,5/2/2027 2:53
.bing.com,USRLOC,1,1,5/2/2027 2:53
.virustotal.com,_ga,0,1,5/2/2027 2:53
.fortinet.com,_ga,0,1,4/30/2027 23:06
.fortinet.com,_ga_2NBB43M8W6,0,1,4/30/2027 23:06
.vimeo.com,vuid,1,1,4/30/2027 23:06
community.fortinet.com,_gz_taid,1,1,4/30/2027 23:06
claude.ai,_dd_s,0,1,4/30/2027 23:06
.claude.ai,CH-prefers-color-scheme,1,1,4/30/2027 23:06
.veepn.com,udid,0,1,4/30/2027 23:06
.claude.ai,cf_clearance,1,1,4/30/2027 23:06
.google.com,__Secure-3PSIDCC,1,1,4/30/2027 23:06
.google.com,SIDCC,0,1,4/30/2027 23:06
.google.com,__Secure-1PSIDCC,1,1,4/30/2027 23:06
.claude.ai,user-sidebar-visible-on-load,1,1,4/30/2027 23:06
.claude.ai,ajs_anonymous_id,1,1,4/30/2027 23:06
.claude.ai,lastActiveOrg,1,1,4/30/2027 23:06
.claude.ai,user-sidebar-pinned,1,1,4/30/2027 23:06
.hybrid-analysis.com,AMCV_06D71E9261F941560A495CD6%40AdobeOrg,1,1,4/29/2027 19:20
.w55c.net,wfivefivec,1,1,4/29/2027 19:20
ads.travelaudience.com,_tracker,1,1,4/29/2027 19:20
.zoom.us,_zm_tracking_guid,1,1,4/29/2027 19:20
.bing.com,SRCHUSR,1,1,4/29/2027 19:20
.google.com,__Secure-1PSIDTS,1,1,4/28/2027 15:33
.youtube.com,__Secure-3PSIDCC,1,1,4/28/2027 15:33
.google.com,__Secure-3PSIDTS,1,1,4/28/2027 15:33
.amx1.net,pamuid2,1,1,4/27/2027 11:46
.www.researchgate.net,did,1,1,4/27/2027 11:46
.lijit.com,ljt_reader,1,1,4/27/2027 11:46
.1rx.io,_rxuuid,1,1,4/27/2027 11:46
.openx.net,i,1,1,4/27/2027 11:46
.contextweb.com,pb_rtb_ev_part,1,1,4/27/2027 11:46
.betweendigital.com,ss,1,1,4/27/2027 11:46
.iop.org,_clck,0,1,4/27/2027 11:46
.amx1.net,amuid2,1,1,4/27/2027 11:46
.researchgate.net,ph_phc_ma1XTQyee96N1GML6qUTgLQRiDifnRcE9STiHTZ0CfZ_posthog,1,1,4/27/2027 11:46
.sea1-sync.a-mo.net,psd_amuid2,1,1,4/27/2027 11:46
.rtb.mx,amuid2_p,1,1,4/27/2027 11:46
.c.appier.net,_auid,1,1,4/27/2027 11:46
.rtb.mx,amdt_t_p,1,1,4/27/2027 11:46
.betweendigital.com,ut,1,1,4/27/2027 11:46
.rlcdn.com,rlas3,1,1,4/27/2027 11:46
.cs.amx1.net,sd_amuid2,1,1,4/27/2027 11:46
.betweendigital.com,tuuid,1,1,4/27/2027 11:46
.a-mx.com,amdt_t,1,1,4/27/2027 11:46
.rubiconproject.com,khaos,1,1,4/27/2027 11:46
.rtb.mx,amdt_t,1,1,4/27/2027 11:46
.rubiconproject.com,khaos_p,1,1,4/27/2027 11:46
iopscience.iop.org,last_visit_bc,1,1,4/27/2027 11:46
.iop.org,_hjSessionUser_209243,1,1,4/27/2027 11:46
.iopscience.iop.org,euconsent,1,1,4/27/2027 11:46
support.clarivate.com,LSKey-c$CookieConsentPolicy,1,1,4/27/2027 11:46
.blismedia.com,b,1,1,4/27/2027 11:46
.researchgate.net,cf_clearance,1,1,4/27/2027 11:46
support.clarivate.com,CookieConsentPolicy,1,1,4/27/2027 11:46
.ctnsnet.com,cid,1,1,4/27/2027 11:46
.rtb.mx,amuid2,1,1,4/27/2027 11:46
.iopscience.iop.org,cookieyes-consent,1,1,4/27/2027 11:46
.a-mx.com,amuid2,1,1,4/27/2027 11:46
.rubiconproject.com,audit,1,1,4/27/2027 11:46
.mgid.com,muidn,1,1,4/27/2027 11:46
.sea1-sync.a-mo.net,sd_amuid2,1,1,4/27/2027 11:46
chatgpt.com,_dd_s,0,1,4/27/2027 11:46
.advolve.io,x,1,1,4/27/2027 11:46
.a-mx.com,amdt_t_p,1,1,4/27/2027 11:46
.trustedstack.com,data-pts,1,1,4/27/2027 11:46
.chatgpt.com,oai-sc,1,1,4/27/2027 11:46
.lijit.com,ljtrtbexp,1,1,4/27/2027 11:46
.a-mx.com,amuid2_p,1,1,4/27/2027 11:46
.mfadsrvr.com,ssh,1,1,4/27/2027 11:46
.33across.com,33x_ps,1,1,4/27/2027 11:46
.pubmatic.com,KADUSERCOOKIE,1,1,4/27/2027 11:46
.opera.com,OAU,1,1,4/27/2027 11:46
.yahoo.com,A3,1,1,4/27/2027 11:46
.rubiconproject.com,audit_p,1,1,4/27/2027 11:46
.cs.amx1.net,psd_amuid2,1,1,4/27/2027 11:46
.contextweb.com,pb_rtb_ev,1,1,4/27/2027 11:46
.sync.a-mo.net,sd_amuid2,1,1,4/27/2027 11:46
.betweendigital.com,dc,1,1,4/27/2027 11:46
.trustedstack.com,data-ets,1,1,4/27/2027 11:46
.nextmillmedia.com,nm_rubicon,1,1,4/27/2027 11:46
.a-mo.net,amuid2,1,1,4/27/2027 11:46
.targeting.unrulymedia.com,_rxuuid,1,1,4/27/2027 11:46
.trustedstack.com,data-apm,1,1,4/27/2027 11:46
.prebid.a-mo.net,sd_amuid2,1,1,4/27/2027 11:46
.analytics.yahoo.com,IDSYNC,1,1,4/27/2027 11:46
.pubs.aip.org,osano_consentmanager_uuid,1,1,4/27/2027 11:46
.pubs.aip.org,osano_consentmanager,1,1,4/27/2027 11:46
.chatgpt.com,cf_clearance,1,1,4/27/2027 11:46
.sitescout.com,ssi,1,1,4/27/2027 11:46
.trustedstack.com,data-ont,1,1,4/27/2027 11:46
.a-mo.net,pamuid2,1,1,4/27/2027 11:46
.trustedstack.com,data-nex,1,1,4/27/2027 11:46
.prebid.a-mo.net,psd_amuid2,1,1,4/27/2027 11:46
.trustedstack.com,data-sts,1,1,4/27/2027 11:46
.semasio.net,SEUNCY,1,1,4/27/2027 11:46
iopp.blueconic.net,BCSessionID,1,1,4/27/2027 11:46
.ipredictive.com,cu,1,1,4/27/2027 11:46
.adsrvr.org,TDID,1,1,4/27/2027 11:46
.aip.org,cf_clearance,1,1,4/27/2027 11:46
.uncn.jp,t,1,1,4/27/2027 11:46
.trustedstack.com,data-svr,1,1,4/27/2027 11:46
.adsrvr.org,TDCPM,1,1,4/27/2027 11:46
.sync.a-mo.net,psd_amuid2,1,1,4/27/2027 11:46
.www.linkedin.com,JSESSIONID,1,1,4/24/2027 0:26
.criteo.com,cto_bundle,1,1,4/24/2027 0:26
.youtube.com,__Secure-3PSIDTS,1,1,4/24/2027 0:26
.www.linkedin.com,li_at,1,1,4/24/2027 0:26
.criteo.com,cto_bundle,1,1,4/24/2027 0:26
.youtube.com,SIDCC,0,1,4/24/2027 0:26
github.com,_device_id,1,1,4/24/2027 0:26
.trkn.us,barometric[cuid],1,1,4/24/2027 0:26
.rubiconproject.com,audit_p,1,1,4/24/2027 0:26
.rubiconproject.com,khaos_p,1,1,4/24/2027 0:26
.zerogpt.com,cto_bundle,0,1,4/24/2027 0:26
www.linkedin.com,_pxvid,0,1,4/24/2027 0:26
.linkedin.com,sdui_ver,0,1,4/24/2027 0:26
.imrworldwide.com,IMRID,1,1,4/24/2027 0:26
.linkedin.com,liap,1,1,4/24/2027 0:26
.digitalinformationworld.com,FCCDCF,0,1,4/24/2027 0:26
.zerogpt.com,cto_bidid,0,1,4/24/2027 0:26
.youtube.com,__Secure-1PSIDCC,1,1,4/24/2027 0:26
.www.linkedin.com,bscookie,1,1,4/24/2027 0:26
.youtube.com,__Secure-1PSIDTS,1,1,4/24/2027 0:26
.digitalinformationworld.com,__gpi,1,1,4/24/2027 0:26
.digitalinformationworld.com,__gads,1,1,4/24/2027 0:26
.linkedin.com,bcookie,1,1,4/24/2027 0:26
.seedtag.com,st_csd,1,1,4/22/2027 20:40
.seedtag.com,st_cs,1,1,4/22/2027 20:40
.live.com,WLSSC,1,1,4/22/2027 20:40
.login.live.com,MSPSoftVis,1,1,4/22/2027 20:40
.contextweb.com,V,1,1,4/22/2027 20:40
.contextweb.com,VP,1,1,4/22/2027 20:40
.login.live.com,SDIDC,1,1,4/22/2027 20:40
.live.com,PPLState,1,1,4/22/2027 20:40
.seedtag.com,st_uid,1,1,4/22/2027 20:40
www.bing.com,MUIDB,0,1,4/22/2027 20:40
.fiverr.com,__pxvid,0,1,4/22/2027 20:40
.live.com,MSPProf,1,1,4/22/2027 20:40
login.live.com,__Host-MSAAUTHP,1,1,4/22/2027 20:40
.login.live.com,MSPCID,1,1,4/22/2027 20:40
.live.com,MSPAuth,1,1,4/22/2027 20:40
.login.live.com,JSHP,1,1,4/22/2027 20:40
.fiverr.com,mp_436ab54ce79a37742241d4f156f647e9_mixpanel,0,1,4/21/2027 16:53
.fiverr.com,cpra_opt_out_status_external,1,1,4/21/2027 16:53
groups.google.com,OSID,1,1,4/21/2027 16:53
.fake-veepn.com,veepn-ab-tests,0,1,4/21/2027 16:53
accounts.google.com,LSOLH,1,1,4/21/2027 16:53
.fiverr.com,hodor_creds,0,1,4/21/2027 16:53
.fiverr.com,new_guid,0,1,4/21/2027 16:53
.taboola.com,t_pt_gid,1,1,4/21/2027 16:53
.taboola.com,t_gid,1,1,4/21/2027 16:53
.fiverr.com,session_locale,0,1,4/21/2027 16:53
.fiverr.com,logged_in_currency_v2,0,1,4/21/2027 16:53
.fiverr.com,_clck,0,1,4/21/2027 16:53
www.fiverr.com,__pdst,0,1,4/21/2027 16:53
groups.google.com,__Secure-OSID,1,1,4/21/2027 16:53
.fiverr.com,u_guid,1,1,4/21/2027 16:53
www.clarity.ms,CLID,1,1,4/21/2027 16:53
.casalemedia.com,CMID,1,1,4/21/2027 16:53
.fiverr.com,_pxvid,1,1,4/21/2027 16:53
.coursera.org,AMP_9f370ddd42,0,1,4/20/2027 13:06
.coursera.org,__204u,0,1,4/20/2027 13:06
.coursera.org,OptanonConsent,0,1,4/20/2027 13:06
.coursera.org,OptanonAlertBoxClosed,0,1,4/20/2027 13:06
.claude.ai,ajs_user_id,0,1,4/20/2027 13:06
.kargo.com,ktcid,1,1,4/20/2027 13:06
.arena.ai,cf_clearance,1,1,4/19/2027 9:20
arena.ai,_dd_s,0,1,4/19/2027 9:20
.arena.ai,ph_phc_LG7IJbVJqBsk584rbcKca0D5lV2vHguiijDrVji7yDM_posthog,1,1,4/19/2027 9:20
.jobright.ai,__stripe_mid,1,1,4/19/2027 9:20
manus.im,manus-theme,0,1,4/19/2027 9:20
.jobright.ai,_clck,0,1,4/19/2027 9:20
airtable.com,__Host-airtable-session.sig,1,1,4/18/2027 5:33
airtable.com,__Host-airtable-session,1,1,4/18/2027 5:33
.airtable.com,OptanonConsent,0,1,4/17/2027 1:46
.airtable.com,brw,1,1,4/17/2027 1:46
manus.im,login_success,0,1,4/15/2027 22:00
.manus.im,intercom-session-k7n2hgls,0,1,4/15/2027 22:00
.manus.im,_iidt,1,1,4/15/2027 22:00
.manus.im,_vid_t,0,1,4/15/2027 22:00
.www.genspark.ai,__stripe_mid,1,1,4/14/2027 18:13
.slidesgo.com,OptanonConsent,0,1,4/14/2027 18:13
.genspark.ai,_yjsu_yjad,0,1,4/14/2027 18:13
.www.pi.inc,_did,1,1,4/14/2027 18:13
www.genspark.ai,i18n_set,0,1,4/14/2027 18:13
.genspark.ai,_clck,0,1,4/14/2027 18:13
.slidesgo.com,_hjSessionUser_1330819,1,1,4/14/2027 18:13
www.genspark.ai,ai_user,1,1,4/14/2027 18:13
.yahoo.co.jp,XA,1,1,4/14/2027 18:13
.slidesgo.com,OptanonAlertBoxClosed,0,1,4/14/2027 18:13
.canva.com,cf_clearance,1,1,4/14/2027 18:13
.freepik.com,OptanonAlertBoxClosed,0,1,4/14/2027 18:13
www.canva.com,CUL,1,1,4/14/2027 18:13
.freepik.com,OptanonConsent,0,1,4/14/2027 18:13
www.canva.com,CDI,1,1,4/14/2027 18:13
.go.sonobi.com,__uis,1,1,4/14/2027 18:13
.yieldmo.com,yieldmo_id,1,1,4/14/2027 18:13
.slidesgo.com,ph_phc_5DOEyS4AghYbrWdp3TpOFFCdAcFOWZbqrFUvhkGqgmz_posthog,1,1,4/14/2027 18:13
.tracookiepixel.xyz,server_tracking_bdsp_uid,1,1,4/11/2027 6:53
.fortinet.com,AMCV_ED8739F75677FE917F000101%40AdobeOrg,0,1,4/10/2027 3:06
.socdm.com,SOC,1,1,4/10/2027 3:06
sync.srv.stackadapt.com,sa-user-id-v2,1,1,4/10/2027 3:06
.srv.stackadapt.com,sa-user-id-v2,1,1,4/10/2027 3:06
.wayfair.com,ExCSNUtId,1,1,4/10/2027 3:06
undetectable.ai,ud_analytics_ground_id,1,1,4/10/2027 3:06
.perplexity.ai,cf_clearance,1,1,4/10/2027 3:06
www.perplexity.ai,_dd_s,0,1,4/10/2027 3:06
.adtdp.com,dynid,1,1,4/10/2027 3:06
www.perplexity.ai,pplx.visitor-id,0,1,4/10/2027 3:06
.perplexity.ai,pplx.edge-vid,1,1,4/10/2027 3:06
.adtdp.com,uid,1,1,4/10/2027 3:06
us.telemetry.zoom.us,sp,1,1,4/8/2027 23:20
.zoom.us,OptanonConsent,0,1,4/8/2027 23:20
.panxostack.com,asnc_68879,1,1,4/8/2027 23:20
.softonic.com,rv_google_ppid,0,1,4/8/2027 23:20
api.panxo.ai,panxo_uid,1,1,4/8/2027 23:20
.agkn.com,u,1,1,4/8/2027 23:20
.agkn.com,ab,1,1,4/8/2027 23:20
.download.it,FCNEC,0,1,4/8/2027 23:20
.download.it,cf_clearance,1,1,4/8/2027 23:20
.rtbscale.com,OAU,1,1,4/8/2027 23:20
uidsync.net,rauid,1,1,4/8/2027 23:20
.zoom.us,_zm_fingerprint,1,1,4/8/2027 23:20
.panxo-sys.com,_psid,1,1,4/8/2027 23:20
.contextweb.com,pb_rtb_ev_part,1,1,4/8/2027 23:20
