"Source Name",URL,"Date Accessed",Title,"Program Name",Domain,"Data Source","Referrer URL"
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=47144.682703717801&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-23 22:02:45 UTC","United States Patent: 4622403","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=10307.134312057782&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-23 22:07:37 UTC","United States Patent: 6491919","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1910.9252804613341&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-23 22:09:50 UTC","United States Patent: 7370352","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=140113.21379161737&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-23 22:10:57 UTC","United States Patent: 6946182","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=7174.8873417933792&f=G&l=50&co1=AND&d=PTXT&s1=math&OS=math&RS=math","2009-11-23 22:11:00 UTC","United States Patent: 6489453","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2007.5626222596588&f=G&l=50&co1=AND&d=PTXT&s1=time+machine&OS=time+machine&RS=time+machine","2009-11-23 22:15:37 UTC","United States Patent: 7618701","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=108.58870600928788&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-23 22:15:50 UTC","United States Patent: 7030211","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=276.49108923357346&f=G&l=50&co1=AND&d=PTXT&s1=cryogenics&OS=cryogenics&RS=cryogenics","2009-11-23 22:20:41 UTC","United States Patent: 6740484","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1594266.4869125867&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-23 22:22:57 UTC","United States Patent: 5495969","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=27146.528263267635&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-23 22:23:27 UTC","United States Patent: 6314189","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=25459.076633986508&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-23 22:23:59 UTC","United States Patent: 4191773","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=3766.9492152693438&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-23 22:28:23 UTC","United States Patent: 7107248","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=268825.64853237401&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-23 22:30:42 UTC","United States Patent: 6233058","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=11190.375917200947&f=G&l=50&co1=AND&d=PTXT&s1=math&OS=math&RS=math","2009-11-23 22:34:06 UTC","United States Patent: 5557241","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=630.67815186778682&f=G&l=50&co1=AND&d=PTXT&s1=time+machine&OS=time+machine&RS=time+machine","2009-11-23 22:37:08 UTC","United States Patent: 7620370","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=146.69983478476459&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-23 22:40:51 UTC","United States Patent: 6787318","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1115.6181379041475&f=G&l=50&co1=AND&d=PTXT&s1=cryogenics&OS=cryogenics&RS=cryogenics","2009-11-23 22:43:24 UTC","United States Patent: 4754650","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=969530.3406542606&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-23 22:48:17 UTC","United States Patent: 6351285","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=8342.1802018743365&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-23 22:51:16 UTC","United States Patent: 7272507","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=19497.854577966729&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-23 22:56:14 UTC","United States Patent: 5498602","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2789.3052425485625&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-23 22:57:16 UTC","United States Patent: 7246096","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2064.9361794725446&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-23 22:59:17 UTC","United States Patent: 7612066","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=6221.7647242879466&f=G&l=50&co1=AND&d=PTXT&s1=math&OS=math&RS=math","2009-11-23 23:02:24 UTC","United States Patent: 6684218","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=4495.9637870445285&f=G&l=50&co1=AND&d=PTXT&s1=time+machine&OS=time+machine&RS=time+machine","2009-11-23 23:06:15 UTC","United States Patent: 7615610","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=124.83527688785634&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-23 23:08:52 UTC","United States Patent: 6921632","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=636.3849177097261&f=G&l=50&co1=AND&d=PTXT&s1=cryogenics&OS=cryogenics&RS=cryogenics","2009-11-23 23:13:26 UTC","United States Patent: 5787713","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=261977.38527534195&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-23 23:16:46 UTC","United States Patent: 7286223","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=39413.254874559563&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-23 23:17:47 UTC","United States Patent: 5384221","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=22663.652895400101&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-23 23:22:33 UTC","United States Patent: 4880832","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1192.5355646806167&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-23 23:25:28 UTC","United States Patent: 7469050","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=157996.73804209079&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-23 23:27:31 UTC","United States Patent: 6851523","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=46.842946131574962&f=G&l=50&co1=AND&d=PTXT&s1=math&OS=math&RS=math","2009-11-23 23:30:23 UTC","United States Patent: 7615357","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2304.7163117683044&f=G&l=50&co1=AND&d=PTXT&s1=time+machine&OS=time+machine&RS=time+machine","2009-11-23 23:33:23 UTC","United States Patent: 7618314","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=308.02420442925148&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-23 23:35:50 UTC","United States Patent: 5840845","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1055.5880391005985&f=G&l=50&co1=AND&d=PTXT&s1=cryogenics&OS=cryogenics&RS=cryogenics","2009-11-23 23:39:02 UTC","United States Patent: 4924198","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1389375.6120519841&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-23 23:43:14 UTC","United States Patent: 5778506","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=30477.832451216673&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-23 23:47:29 UTC","United States Patent: 6064682","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=16750.440348338256&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-23 23:49:16 UTC","United States Patent: 5827832","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=8083.0837624170108&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-23 23:52:32 UTC","United States Patent: 5414833","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=6282.9072180848716&f=G&l=50&co1=AND&d=PTXT&s1=math&OS=math&RS=math","2009-11-23 23:56:41 UTC","United States Patent: 6671294","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=334.38086082386644&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-24 00:00:57 UTC","United States Patent: 5707795","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://en-us.start3.mozilla.com/firefox?client=firefox-a&rls=org.mozilla:en-US:official","2009-11-24 18:51:11 UTC",firefox,"FireFox Analyzer",mozilla.com,jo-2009-11-24.E01,
places.sqlite,"http://www.google.com/firefox?client=firefox-a&rls=org.mozilla:en-US:official","2009-11-24 18:51:06 UTC","Mozilla Firefox Start Page","FireFox Analyzer",google.com,jo-2009-11-24.E01,"http://en-us.start3.mozilla.com/firefox?client=firefox-a&rls=org.mozilla:en-US:official"
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1461379.6680516195&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-24 18:55:46 UTC","United States Patent: 5682806","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=11578.923542331864&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-24 18:55:59 UTC","United States Patent: 7133428","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=4067.5735657905166&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-24 19:00:06 UTC","United States Patent: 7204983","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=8094.8427279408616&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-24 19:01:29 UTC","United States Patent: 5432506","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=176176.52840853573&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-24 19:05:19 UTC","United States Patent: 6756822","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=11316.220315789758&f=G&l=50&co1=AND&d=PTXT&s1=math&OS=math&RS=math","2009-11-24 19:06:30 UTC","United States Patent: 5522019","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=161.41207168026713&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-24 19:09:42 UTC","United States Patent: 6714037","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=688.16774231958743&f=G&l=50&co1=AND&d=PTXT&s1=cryogenics&OS=cryogenics&RS=cryogenics","2009-11-24 19:10:26 UTC","United States Patent: 5667650","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2560139.6795586897&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-24 19:13:17 UTC","United States Patent: 4095086","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
